City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
500,Iesolo,IT,50.23,clear sky,45.5331,12.6448,Hotel Metropol
501,Fort Nelson,CA,30.97,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
502,Rach Gia,VN,81.59,overcast clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
503,Guangshui,CN,54.1,clear sky,31.6199,113.9978,广水市雅瑞假日生态园
504,Tchollire,CM,73.53,few clouds,8.4022,14.1698,"Auberge ""l'amicale"""
505,Oistins,BB,77.18,overcast clouds,13.0667,-59.5333,Butterfly Beach Hotel
506,Kahului,US,84.22,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
509,Vila Velha,BR,78.94,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
510,Naze,JP,63.16,overcast clouds,28.3667,129.4833,Shishime Hotel
511,Taua,BR,77.36,overcast clouds,-5.9667,-40.3,Chácara Paraíso
512,Ganzhou,CN,55.06,broken clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
513,Pervomayskoye,RU,39.06,overcast clouds,43.919,46.7102,
514,Chitral,PK,50.85,broken clouds,35.8462,71.7858,PTDC Motel Chitral
515,Barra Do Garcas,BR,72.72,broken clouds,-15.89,-52.2567,Pousada Tropical
516,Flagstaff,US,67.66,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
517,Kochi,IN,78.78,scattered clouds,9.9399,76.2602,Trident Hotel Cochin
518,Gopalpur,IN,77.92,clear sky,19.2667,84.9167,Gopalpur Palm Resort
519,Tarakan,ID,78.3,few clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
520,Santarem,BR,77.13,few clouds,-2.4431,-54.7083,Hotel Imperador
521,Dilla,ET,62.58,broken clouds,6.41,38.31,Afomiya Pension
523,El Tocuyo,VE,77.32,broken clouds,9.7873,-69.7937,HOTEL BOUTIQUE SANTO DOMINGO
525,Manavadar,IN,78.28,clear sky,21.5,70.1333,Dariyasheth Guest House
526,Faya,SA,55.92,clear sky,18.3851,42.4509,املاك خالد الشعشوع
527,Pundaguitan,PH,80.67,broken clouds,6.3711,126.1689,Leonardo Family Beach House 1
529,Taoudenni,ML,86.76,few clouds,22.6783,-3.9836,
530,Kidal,ML,80.82,few clouds,18.4411,1.4078,
531,Jodar,ES,54.72,broken clouds,37.8406,-3.3526,Hotel Ciudad de Jódar
532,Khorramabad,IR,39.88,clear sky,33.4878,48.3558,Azadi Hotel
533,Vardo,NO,26.38,light snow,70.3705,31.1107,Vardø Hotel AS
534,Newport,GB,48.52,few clouds,51.5877,-2.9984,ibis budget Newport
535,Mehamn,NO,20.88,light snow,71.0357,27.8492,Mehamn Arctic Hotel AS
536,Vrangel,RU,37.83,clear sky,42.7297,133.0839,"Отель ""БАЛИ"""
537,Langsa,ID,74.73,scattered clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
538,Methoni,GR,57.22,overcast clouds,36.8197,21.7049,Methoni Beach Hotel
539,Kawalu,ID,73.13,overcast clouds,-7.3817,108.2082,West Jontor
540,Kalabo,ZM,67.84,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
541,Tianpeng,CN,53.47,scattered clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
542,Mutoko,ZW,62.47,overcast clouds,-17.397,32.2268,Mutoko Hotel
543,Eunice,US,75.4,few clouds,30.4944,-92.4176,"Holiday Inn Express Eunice, an IHG Hotel"
544,Qasigiannguit,GL,21.76,broken clouds,68.8193,-51.1922,Almost HOME
545,Salinopolis,BR,78.24,moderate rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
546,Toktogul,KG,37.06,overcast clouds,41.8708,72.9402,KAGAN
547,Pitsunda,GE,41.18,overcast clouds,43.1592,40.3378,Hotel FREEDOM
548,Cap-Aux-Meules,CA,32.23,broken clouds,47.3821,-61.8597,Château Madelinot
550,Lasa,IT,42.03,clear sky,46.6166,10.7002,Pension Feldgärtenhof
551,Nemuro,JP,36.45,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
552,Srandakan,ID,78.04,broken clouds,-7.9386,110.2506,Puri Brata
553,Point Pedro,LK,79.57,clear sky,9.8167,80.2333,Gtr homes
554,Iralaya,HN,78.51,scattered clouds,15.0,-83.2333,Iglesia morava renovada
555,Beverwijk,NL,45.99,clear sky,52.4827,4.6547,Hotel Marquette
556,Sakakah,SA,53.17,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
557,Noumea,NC,84.18,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
558,Esmeraldas,BR,70.12,light rain,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
559,Bagotville,AU,71.62,light rain,-28.9833,153.4167,Broadwater Sunrise Caravan Park
561,Ardakan,IR,52.21,clear sky,32.31,54.0175,Ardakan Hotel
562,Esso,RU,25.45,snow,55.9333,158.7,Paramushir Tur
563,Otradnoye,RU,24.57,light snow,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
564,Kyrylivka,UA,35.33,few clouds,46.3759,35.3675,"Rok-Hotelʹ ""Kleopatra"""
566,Salinas,US,68.61,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
567,Mirabad,AF,64.74,clear sky,30.4362,61.8383,
568,Atar,MR,73.65,overcast clouds,20.5169,-13.0499,Oumou Elghoura
569,Ngama,TD,76.89,scattered clouds,11.7833,17.1667,
570,Somerset,US,37.22,overcast clouds,40.5668,-74.5496,Hilton Garden Inn Bridgewater
572,Coquimbo,CL,63.3,scattered clouds,-29.9533,-71.3436,Hotel San Juan
573,Kuryk,KZ,42.87,scattered clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
574,Drochia,MD,34.9,broken clouds,48.035,27.8161,Hotel Confort Drochia
575,Tazmalt,DZ,51.62,clear sky,36.3868,4.3989,Hôtel Numédia
576,Vanimo,PG,83.95,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
577,Abu Dhabi,AE,69.96,clear sky,24.4667,54.3667,Beach Rotana
578,Eyl,SO,74.82,broken clouds,7.9803,49.8164,Amiin Hotel
579,Mashhad,IR,41.14,clear sky,36.297,59.6062,Khanye Sabz Hotel
580,Ankang,CN,53.47,clear sky,32.68,109.0172,安琪酒店
581,Sao Miguel Do Araguaia,BR,75.69,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
582,Sinnamary,GF,77.47,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
583,Ekibastuz,KZ,22.89,overcast clouds,51.6667,75.3667,
584,Lesogorskiy,RU,24.58,light snow,61.0455,28.9294,Lesogorskaya Resort
586,Berezanka,UA,35.11,broken clouds,46.8526,31.388,
587,Yuli,NG,77.85,few clouds,9.6989,10.2744,
588,Stornoway,GB,44.92,haze,58.2093,-6.3865,Caladh Inn
589,Alta Floresta,BR,74.07,moderate rain,-9.8756,-56.0861,Floresta Amazonica Hotel
590,Skelleftea,SE,28.99,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
591,Ancud,CL,54.23,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
593,Westerland,DE,42.03,overcast clouds,54.9079,8.3033,Dorint Strandhotel & Spa Westerland / Sylt
594,Winnemucca,US,71.65,clear sky,40.973,-117.7357,Winners Inn Casino
595,Bud,US,36.9,few clouds,39.447,-86.1758,Ted McQuinn Trust
596,Half Moon Bay,US,66.58,broken clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
597,Altus,US,83.71,clear sky,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
598,Kabompo,ZM,64.94,overcast clouds,-13.5927,24.2008,Big Tree
599,Jaunpur,IN,71.62,clear sky,25.7333,82.6833,Hotel Varun
600,Kulhudhuffushi,MV,82.31,clear sky,6.6221,73.07,Haajy Guest House 1
601,Makow Mazowiecki,PL,43.59,broken clouds,52.8649,21.1005,Dom Weselny Hotel MONIKA
602,Ayer Molek,MY,77.04,few clouds,2.2033,102.3171,OYO 437 Hotel Suria Malaqa
603,Treinta Y Tres,UY,63.25,clear sky,-33.2333,-54.3833,Jardines Apart-Hotel
604,Prachuap Khiri Khan,TH,77.68,few clouds,12.2167,99.75,ผกากรองรีสอร์ท
605,Sitka,US,44.49,few clouds,57.0531,-135.33,Westmark Sitka
606,Saint Anthony,US,29.93,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
607,Usinsk,RU,21.51,light snow,65.9939,57.5281,Dobro Pozhalovaty
608,Ebebiyin,GQ,70.59,broken clouds,2.1511,11.3353,Vallée-du-Ntem
609,Male,MV,81.9,broken clouds,4.1748,73.5089,Hotel Octave Maldives
610,Jiayuguan,CN,42.64,overcast clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
613,Petropavlovsk-Kamchatskiy,RU,34.39,light shower snow,53.0452,158.6483,The Hotel Petropavlovsky
614,Huntingdon,GB,43.23,broken clouds,52.3305,-0.1865,Huntingdon Marriott Hotel
615,Diffa,NE,72.91,scattered clouds,13.3154,12.6113,ProDAF/Diffa
616,Nakatsugawa,JP,56.1,broken clouds,35.4833,137.5,Plaza Hotel Sakae
617,Adrar,MR,76.93,clear sky,20.5022,-10.0711,
618,Miri,MY,75.34,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
619,Ojinaga,MX,94.15,clear sky,29.5667,-104.4167,Suites Las Palmas
620,Sinazongwe,ZM,74.41,light rain,-17.2614,27.4618,Lakeview Lodge
621,Angoche,MZ,77.34,overcast clouds,-16.2325,39.9086,Guest House HESADA
622,Kurilsk,RU,32.86,broken clouds,45.2333,147.8833,Hotel Ostrov
623,Asyut,EG,57.29,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
624,San Vicente,AR,61.29,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
625,Dicabisagan,PH,83.43,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
626,Zaqatala,AZ,36.07,scattered clouds,41.6336,46.6433,Ag Bina Hotel & Spa
627,Colorado Springs,US,67.03,broken clouds,38.8339,-104.8214,"The Antlers, A Wyndham Hotel"
628,Dunmore East,IE,47.68,clear sky,52.1514,-6.9861,The Strand Inn
629,Forio,IT,56.43,overcast clouds,40.7342,13.8646,Hotel Terme Providence
630,Helena,US,68.99,clear sky,46.5927,-112.0361,"Holiday Inn Express & Suites Helena, an IHG Hotel"
631,Dabakala,CI,83.84,broken clouds,8.3667,-4.4333,Hôtel Campement
632,Viedma,AR,61.25,clear sky,-40.8135,-62.9967,Hotel Cristal
633,Lambarene,GA,77.13,light rain,-0.7001,10.2406,Le Refuge
634,Sept-Iles,CA,32.43,overcast clouds,50.2001,-66.3821,Comfort Inn
635,Luanda,AO,77.61,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
636,Mlonggo,ID,80.82,broken clouds,-6.5333,110.7,Asia Metal Art
637,Axim,GH,80.37,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
638,Korhogo,CI,84.83,few clouds,9.45,-5.6333,Hôtel Tchinbota
639,Ruidoso,US,72.14,clear sky,33.3317,-105.673,Inn of the Mountain Gods
640,Aracruz,BR,78.01,clear sky,-19.8203,-40.2733,OYO Hotel Iramar
641,Nata,PA,79.88,broken clouds,8.3333,-80.5167,Rey David
642,Kamina,CD,65.79,overcast clouds,-8.7386,24.9906,Guest House Florvia
643,Hami,CN,47.53,overcast clouds,42.8,93.45,Laoyutang Resort
644,Andes,CO,65.91,overcast clouds,5.6561,-75.8788,Café del Jardín - Alojamiento Rural
645,Hervey Bay,AU,80.02,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
647,Rosetown,CA,46.38,broken clouds,51.5501,-108.0014,Travelodge by Wyndham Rosetown
648,Rio Grande,BR,69.49,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
650,Nouadhibou,MR,64.38,overcast clouds,20.931,-17.0347,El Medina
651,Santa Rosa,PH,87.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
653,Finschhafen,PG,83.41,overcast clouds,-6.6024,147.8681,Cossam Guest House
654,Marzuq,YE,64.6,clear sky,14.4,46.4667,
655,Puerto Escondido,MX,83.23,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
656,Port Hardy,CA,48.38,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
657,Batouri,CM,71.87,broken clouds,4.4333,14.3667,Hotel Hollywood
658,Plettenberg Bay,ZA,67.77,broken clouds,-34.0527,23.3716,Thanda Vista B&B
659,Paragominas,BR,73.8,overcast clouds,-2.9667,-47.4833,INOVA
660,Birin,NP,56.23,clear sky,26.8865,88.0718,Sangam hotel and lodge
661,Tahara,JP,54.03,broken clouds,34.6667,137.2667,Tahara City Hotel
662,Inongo,CD,73.33,overcast clouds,-1.95,18.2667,Hotel Du Lac
663,Kedgwick,CA,26.65,overcast clouds,47.6446,-67.3434,A la Belle Etoile
664,Santa Isabel Do Rio Negro,BR,74.19,overcast clouds,-0.4139,-65.0192,Hotel GSA
665,Oktyabrskoye,RU,32.14,light intensity drizzle,43.0645,44.7417,Prolesok Mini-hotel
667,Erdenet,MN,23.41,overcast clouds,49.0333,104.0833,Erdenet hotel
668,Wexford,IE,44.22,clear sky,52.3342,-6.4575,Talbot Hotel Wexford
669,Marawi,PH,73.27,scattered clouds,7.9986,124.2928,Derogongan Residence
670,Prata,BR,73.4,overcast clouds,-19.3072,-48.9242,Hotel Pontal Aluga-se Quitinetes e suítes mensalmente
671,Itaberaba,BR,76.93,overcast clouds,-12.5275,-40.3069,Araújo Hotel
672,Mana,GF,77.36,overcast clouds,5.6592,-53.7767,LE SAMANA
673,San Patricio,US,77.54,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
675,Atambua,ID,76.39,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
676,Muroto,JP,56.79,overcast clouds,33.2833,134.15,Oota Ryokan
677,Casper,US,68.59,clear sky,42.8666,-106.3131,Ramkota Hotel
678,Ketchikan,US,52.27,clear sky,55.3422,-131.6461,Snow's Cove Lodge
679,Astoria,US,59.47,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
680,Namikupa,TZ,70.2,broken clouds,-10.8333,39.6,
681,Sambava,MG,75.4,scattered clouds,-14.2667,50.1667,Melrose
682,Kentau,KZ,37.96,clear sky,43.5206,68.5094,Safary
683,Manggar,ID,81.03,broken clouds,-2.8833,108.2667,Guest Hotel
684,Launceston,AU,66.15,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
685,Eruwa,NG,80.98,scattered clouds,7.5333,3.4167,Yinka Hostel
686,Huarmey,PE,72.36,overcast clouds,-10.0681,-78.1522,Hotel Miramar
687,Mpika,ZM,62.69,light rain,-11.8343,31.4529,Melodies Lodge
688,Caravelas,BR,76.08,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
689,Bathsheba,BB,77.11,overcast clouds,13.2167,-59.5167,Atlantis Hotel
690,Wau,SS,83.23,overcast clouds,7.7029,27.9953,Universal Gab Hotel
691,Araouane,ML,83.71,broken clouds,18.9048,-3.5265,
692,Bonito,BR,71.94,clear sky,-21.1211,-56.4819,Marruá Hotel
693,Planeta Rica,CO,80.49,overcast clouds,8.4147,-75.5883,HOTEL MEDIA LUNA
694,Wainwright,CA,30.81,overcast clouds,52.839,-110.8572,Ramada by Wyndham Wainwright
695,Clearwater,US,70.03,clear sky,27.9659,-82.8001,Residence Inn by Marriott Clearwater Downtown
696,Baijiantan,CN,44.08,overcast clouds,45.6333,85.1833,
697,Bansi,IN,68.49,clear sky,27.1833,82.9333,सबलू गाडी धुलाई सेंटर
698,Eureka,US,69.75,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
699,Siilinjarvi,FI,21.22,light snow,63.0833,27.6667,Hotelli Sandels Oy
700,Morehead,US,43.99,clear sky,37.2711,-87.1764,CCI Express Inn
701,Port Hawkesbury,CA,40.8,broken clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
702,Limon,CR,80.49,broken clouds,10.0,-83.0333,Hotel Playa Bonita
703,Caxito,AO,75.2,overcast clouds,-8.5785,13.6643,
704,Talcahuano,CL,55.49,clear sky,-36.7167,-73.1167,departamento comodo
706,San Isidro,PE,71.19,clear sky,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
707,Roswell,US,58.71,clear sky,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
708,Lewisporte,CA,38.55,overcast clouds,49.2499,-55.0482,Ocean View Bed & Breakfast
709,Chipoka,MW,74.55,light rain,-13.9933,34.5157,The Cichlids Lodge
710,Kupang,ID,80.2,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
711,Kabanjahe,ID,61.59,scattered clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
712,Port Augusta,AU,77.74,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
713,Boende,CD,72.28,overcast clouds,-0.2167,20.8667,
714,Taft,IR,48.15,clear sky,31.7471,54.2088,عمارت ساعتی تفت
715,Lavumisa,SZ,67.96,broken clouds,-27.31,31.892,ROADSIDE B&B
716,Osinovo,RU,23.09,overcast clouds,55.8809,48.881,Irbis
717,Nador,MA,59.25,overcast clouds,35.174,-2.9287,Hôtel La Giralda
718,Vagur,FO,43.56,overcast clouds,61.4732,-6.8119,Budget Guesthouse Borgustova
719,West Bay,KY,78.87,broken clouds,19.3667,-81.4167,Calypso Cove
720,Tual,ID,79.21,light rain,-5.6667,132.75,Grand Vilia Hotel
721,Masterton,NZ,63.88,overcast clouds,-40.9597,175.6575,Copthorne Hotel & Resort Solway Park Wairarapa
722,Luwuk,ID,80.98,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
723,Akyab,MM,77.5,scattered clouds,20.15,92.9,Hotel Memory
725,Termiz,UZ,46.49,clear sky,37.2242,67.2783,Hotel Ulugbek
726,Sarankhola,BD,75.42,scattered clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
727,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
728,Kattivakkam,IN,82.49,clear sky,13.2167,80.3167,Euronova Freezer
729,Nuevo Progreso,MX,73.54,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
730,Roma,US,23.38,mist,43.2128,-75.4557,Wingate By Wyndham Rome
731,Salina,US,53.31,clear sky,38.8403,-97.6114,"Holiday Inn Express & Suites Salina, an IHG Hotel"
732,Kokoda,PG,86.14,broken clouds,-8.8785,147.7407,Daito Guest House
733,San Marcos,US,71.71,few clouds,33.1434,-117.1661,Hampton Inn San Marcos
734,Salalah,OM,75.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
735,Sechura,PE,77.31,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
736,Arrecife,ES,64.38,few clouds,28.963,-13.5477,Hotel Lancelot
